wkt_geom;LATITUDE;LONGITUDE;BRIGHTNESS;SCAN;TRACK;ACQ_DATE;ACQ_TIME;SATELLITE;INSTRUMENT;CONFIDENCE;VERSION;BRIGHT_T31;FRP;DAYNIGHT;TYPE
Point (13.46529999999999916 37.43330000000000268);37.4333;13.4653;317.1;3.1;1.7;2001-07-21;1050;Terra;MODIS;67;6.03;299.9;34.2;D;0
Point (13.46090000000000053 37.43439999999999657);37.4344;13.4609;315.2;3.1;1.7;2001-07-21;1050;Terra;MODIS;58;6.03;299.8;24;D;0
Point (15.00880000000000081 37.65890000000000271);37.6589;15.0088;345.4;3.2;1.7;2001-07-21;2154;Terra;MODIS;100;6.03;292.7;295.6;N;1
Point (14.97279999999999944 37.65690000000000026);37.6569;14.9728;327.9;3.2;1.7;2001-07-21;2154;Terra;MODIS;100;6.03;288.7;147.4;N;1
Point (15.00300000000000011 37.67390000000000327);37.6739;15.003;368.6;3.2;1.7;2001-07-21;2154;Terra;MODIS;100;6.03;296.9;614.1;N;1
Point (14.96780000000000044 37.67190000000000083);37.6719;14.9678;322.8;3.2;1.7;2001-07-21;2154;Terra;MODIS;100;6.03;287.3;116.5;N;1
Point (15.00290000000000035 37.65579999999999927);37.6558;15.0029;332.4;3.2;1.7;2001-07-21;2154;Terra;MODIS;100;6.03;291.5;179.5;N;1
Point (14.96700000000000053 37.65400000000000347);37.654;14.967;312.1;3.2;1.7;2001-07-21;2154;Terra;MODIS;84;6.03;286.5;63.7;N;1
Point (14.99740000000000073 37.67090000000000316);37.6709;14.9974;373.2;3.2;1.7;2001-07-21;2154;Terra;MODIS;100;6.03;298.1;701.2;N;1
Point (14.96219999999999928 37.66910000000000025);37.6691;14.9622;309.5;3.2;1.7;2001-07-21;2154;Terra;MODIS;77;6.03;286.2;56.2;N;1
Point (13.23520000000000074 37.94319999999999737);37.9432;13.2352;334.6;1.2;1.1;2001-07-22;955;Terra;MODIS;81;6.03;311.6;27.6;D;0
Point (14.99060000000000059 37.67690000000000339);37.6769;14.9906;359.7;1.1;1;2001-07-22;955;Terra;MODIS;86;6.03;308.7;73.9;D;1
Point (15.00229999999999997 37.67530000000000001);37.6753;15.0023;415.8;1.1;1;2001-07-22;955;Terra;MODIS;75;6.03;328.7;375.1;D;1
Point (14.98830000000000062 37.66779999999999973);37.6678;14.9883;345.8;1.1;1;2001-07-22;955;Terra;MODIS;91;6.03;309.6;39.4;D;1
Point (15.00009999999999977 37.66620000000000346);37.6662;15.0001;428.6;1.1;1;2001-07-22;955;Terra;MODIS;100;6.03;335.8;496;D;1
Point (14.98600000000000065 37.65870000000000317);37.6587;14.986;328.9;1.1;1;2001-07-22;955;Terra;MODIS;65;6.03;310.7;10.8;D;1
Point (14.9977999999999998 37.6570999999999998);37.6571;14.9978;398.6;1.1;1;2001-07-22;955;Terra;MODIS;100;6.03;324.1;248.4;D;1
Point (13.85239999999999938 37.64620000000000033);37.6462;13.8524;337.8;1.2;1.1;2001-07-22;955;Terra;MODIS;82;6.03;310.5;29;D;0
Point (14.50089999999999968 37.43580000000000041);37.4358;14.5009;348.8;1.1;1;2001-07-22;955;Terra;MODIS;92;6.03;318.5;45.8;D;0
Point (13.8409999999999993 37.30069999999999908);37.3007;13.841;331.6;1.1;1.1;2001-07-22;955;Terra;MODIS;72;6.03;311.2;18.3;D;0
Point (14.17109999999999914 37.16779999999999973);37.1678;14.1711;335.3;1.1;1.1;2001-07-22;955;Terra;MODIS;79;6.03;312.1;23.2;D;0
Point (14.18369999999999997 37.16620000000000346);37.1662;14.1837;343.7;1.1;1.1;2001-07-22;955;Terra;MODIS;88;6.03;313.1;38.9;D;0
Point (15.00179999999999936 37.65429999999999922);37.6543;15.0018;347.6;1.2;1.1;2001-07-22;2059;Terra;MODIS;100;6.03;296.6;74.3;N;1
Point (14.98859999999999992 37.65200000000000102);37.652;14.9886;333.2;1.2;1.1;2001-07-22;2059;Terra;MODIS;100;6.03;292.1;43;N;1
Point (14.99980000000000047 37.66389999999999816);37.6639;14.9998;414;1.2;1.1;2001-07-22;2059;Terra;MODIS;100;6.03;320.4;450.9;N;1
Point (14.98639999999999972 37.66159999999999997);37.6616;14.9864;353.4;1.2;1.1;2001-07-22;2059;Terra;MODIS;100;6.03;295.6;90.3;N;1
Point (15.02459999999999951 37.67819999999999681);37.6782;15.0246;300.9;1.2;1.1;2001-07-22;2059;Terra;MODIS;18;6.03;281.5;5.8;N;1
Point (15.01140000000000008 37.67589999999999861);37.6759;15.0114;321;1.2;1.1;2001-07-22;2059;Terra;MODIS;100;6.03;291.9;24.6;N;1
Point (14.99799999999999933 37.67360000000000042);37.6736;14.998;412.8;1.2;1.1;2001-07-22;2059;Terra;MODIS;100;6.03;316.1;438;N;1
Point (14.98460000000000036 37.67139999999999844);37.6714;14.9846;322.4;1.2;1.1;2001-07-22;2059;Terra;MODIS;100;6.03;289;24.5;N;1
Point (14.96119999999999983 37.68999999999999773);37.69;14.9612;306.2;1.2;1.1;2001-07-22;2059;Terra;MODIS;22;6.03;283.3;10;N;1
Point (13.64969999999999928 37.55030000000000001);37.5503;13.6497;311.3;1.4;1.2;2001-07-22;2059;Terra;MODIS;82;6.03;291.1;16.3;N;0
Point (13.64540000000000042 37.54540000000000077);37.5454;13.6454;303.9;1.4;1.2;2001-07-22;2059;Terra;MODIS;34;6.03;290.2;8.7;N;2
Point (13.64189999999999969 37.55559999999999832);37.5556;13.6419;306.9;1.4;1.2;2001-07-22;2059;Terra;MODIS;70;6.03;290.7;12.2;N;0
Point (14.68099999999999916 37.74289999999999878);37.7429;14.681;328.2;2.3;1.5;2001-07-23;1038;Terra;MODIS;76;6.03;310.9;41;D;0
Point (14.98269999999999946 37.67569999999999908);37.6757;14.9827;354.2;2.5;1.5;2001-07-23;1038;Terra;MODIS;84;6.03;306.2;230.4;D;1
Point (15.01130000000000031 37.66929999999999978);37.6693;15.0113;370.8;2.5;1.5;2001-07-23;1038;Terra;MODIS;87;6.03;308;413.5;D;1
Point (14.98129999999999917 37.66190000000000282);37.6619;14.9813;355.3;2.5;1.5;2001-07-23;1038;Terra;MODIS;97;6.03;307.3;240.2;D;1
Point (15.00939999999999941 37.65550000000000352);37.6555;15.0094;369.1;2.5;1.5;2001-07-23;1038;Terra;MODIS;100;6.03;307.7;390.9;D;1
Point (13.2195999999999998 37.89909999999999712);37.8991;13.2196;326.4;1.9;1.3;2001-07-23;1038;Terra;MODIS;65;6.03;312.3;24;D;0
Point (13.20819999999999972 37.88300000000000267);37.883;13.2082;324.3;1.9;1.3;2001-07-23;1038;Terra;MODIS;43;6.03;308.8;18.4;D;0
Point (13.2289999999999992 37.87870000000000203);37.8787;13.229;339.2;1.9;1.3;2001-07-23;1038;Terra;MODIS;86;6.03;310.7;69.5;D;0
Point (13.11630000000000074 37.82059999999999889);37.8206;13.1163;327.2;1.9;1.3;2001-07-23;1038;Terra;MODIS;47;6.03;312.6;24.8;D;0
Point (12.57479999999999976 37.7400999999999982);37.7401;12.5748;326.1;1.8;1.3;2001-07-23;1038;Terra;MODIS;55;6.03;312.4;18.7;D;0
Point (12.57029999999999959 37.74399999999999977);37.744;12.5703;327.6;1.8;1.3;2001-07-23;1038;Terra;MODIS;71;6.03;313;24.4;D;0
Point (13.59670000000000023 37.38750000000000284);37.3875;13.5967;343.3;2.1;1.4;2001-07-23;1038;Terra;MODIS;89;6.03;309.7;101.2;D;0
Point (13.5929000000000002 37.37530000000000285);37.3753;13.5929;323.1;2.1;1.4;2001-07-23;1038;Terra;MODIS;59;6.03;309.8;20.3;D;0
Point (15.00239999999999974 37.64869999999999806);37.6487;15.0024;317.5;2;1.4;2001-07-23;2141;Terra;MODIS;95;6.03;290.8;45.5;N;1
Point (14.97949999999999982 37.64699999999999847);37.647;14.9795;304;2;1.4;2001-07-23;2141;Terra;MODIS;58;6.03;288.3;17.3;N;1
Point (14.99929999999999986 37.66109999999999758);37.6611;14.9993;369.7;2;1.4;2001-07-23;2141;Terra;MODIS;100;6.03;302.9;328.6;N;1
Point (14.97639999999999993 37.65930000000000177);37.6593;14.9764;323.4;2;1.4;2001-07-23;2141;Terra;MODIS;100;6.03;290.6;60.7;N;1
Point (15.01820000000000022 37.67519999999999669);37.6752;15.0182;315.1;2.1;1.4;2001-07-23;2141;Terra;MODIS;68;6.03;289.6;37.9;N;1
Point (14.99510000000000076 37.67340000000000089);37.6734;14.9951;378.5;2;1.4;2001-07-23;2141;Terra;MODIS;100;6.03;300.6;419.7;N;1
Point (15.06090000000000018 37.85179999999999723);37.8518;15.0609;325;1.4;1.2;2001-07-24;943;Terra;MODIS;47;6.03;309.2;13.7;D;0
Point (12.65049999999999919 37.93480000000000274);37.9348;12.6505;324.1;2;1.4;2001-07-24;943;Terra;MODIS;63;6.03;306.6;21.1;D;0
Point (14.99179999999999957 37.67669999999999675);37.6767;14.9918;358;1.4;1.2;2001-07-24;943;Terra;MODIS;72;6.03;310.5;115;D;1
Point (15.00769999999999982 37.67510000000000048);37.6751;15.0077;364.1;1.4;1.2;2001-07-24;943;Terra;MODIS;75;6.03;295.8;148.4;D;1
Point (14.98869999999999969 37.66629999999999967);37.6663;14.9887;365;1.4;1.2;2001-07-24;943;Terra;MODIS;100;6.03;314.7;146.1;D;1
Point (15.00459999999999994 37.66460000000000008);37.6646;15.0046;386;1.4;1.2;2001-07-24;943;Terra;MODIS;100;6.03;316;284.9;D;1
Point (13.56980000000000075 37.50750000000000028);37.5075;13.5698;324.1;1.7;1.3;2001-07-24;943;Terra;MODIS;39;6.03;306.4;15.4;D;0
Point (13.56070000000000064 37.49989999999999668);37.4999;13.5607;324.2;1.7;1.3;2001-07-24;943;Terra;MODIS;49;6.03;308.2;15.8;D;0
Point (14.22109999999999985 37.27680000000000149);37.2768;14.2211;336.1;1.6;1.2;2001-07-24;943;Terra;MODIS;80;6.03;311.7;39;D;0
Point (14.98080000000000034 37.65079999999999671);37.6508;14.9808;317.7;1.7;1.3;2001-07-24;2046;Terra;MODIS;95;6.03;291.3;33.5;N;1
Point (14.44720000000000049 37.51890000000000214);37.5189;14.4472;302.1;1.9;1.3;2001-07-24;2046;Terra;MODIS;47;6.03;290.3;11.9;N;0
Point (15.00019999999999953 37.65460000000000207);37.6546;15.0002;339.2;1.7;1.3;2001-07-24;2046;Terra;MODIS;100;6.03;297.5;93.5;N;1
Point (14.99810000000000088 37.66620000000000346);37.6662;14.9981;389.7;1.7;1.3;2001-07-24;2046;Terra;MODIS;100;6.03;305.3;439.7;N;1
Point (14.9784000000000006 37.66230000000000189);37.6623;14.9784;319.3;1.7;1.3;2001-07-24;2046;Terra;MODIS;98;6.03;291.2;36.2;N;1
Point (14.99649999999999928 37.67790000000000106);37.6779;14.9965;376.6;1.7;1.3;2001-07-24;2046;Terra;MODIS;100;6.03;300.6;312.5;N;1
Point (14.97659999999999947 37.67399999999999949);37.674;14.9766;303.6;1.7;1.3;2001-07-24;2046;Terra;MODIS;49;6.03;289.2;10.1;N;1
Point (15.01249999999999929 37.66669999999999874);37.6667;15.0125;328.6;1.7;1.3;2001-07-24;2046;Terra;MODIS;100;6.03;293.5;59.9;N;1
Point (14.99310000000000009 37.66270000000000095);37.6627;14.9931;364;1.7;1.3;2001-07-24;2046;Terra;MODIS;100;6.03;302.9;216.8;N;1
Point (15.01099999999999923 37.67830000000000013);37.6783;15.011;348.2;1.7;1.3;2001-07-24;2046;Terra;MODIS;100;6.03;288.7;129.6;N;1
Point (14.99150000000000027 37.67439999999999856);37.6744;14.9915;367.2;1.7;1.3;2001-07-24;2046;Terra;MODIS;100;6.03;297.7;238.9;N;1
Point (14.94089999999999918 37.71229999999999905);37.7123;14.9409;301;1.7;1.3;2001-07-24;2046;Terra;MODIS;33;6.03;287.3;10.9;N;1
Point (13.22129999999999939 37.9311000000000007);37.9311;13.2213;301.8;2.2;1.4;2001-07-24;2047;Terra;MODIS;44;6.03;289.6;15.3;N;0
Point (12.61890000000000001 37.80019999999999669);37.8002;12.6189;302.8;2.4;1.5;2001-07-24;2047;Terra;MODIS;51;6.03;290.9;17.3;N;0
Point (14.91450000000000031 37.84029999999999916);37.8403;14.9145;324.1;1.6;1.2;2001-07-25;1025;Terra;MODIS;55;6.03;308.1;16.8;D;0
Point (14.9311000000000007 37.8370000000000033);37.837;14.9311;327.1;1.6;1.2;2001-07-25;1025;Terra;MODIS;75;6.03;307.8;25.1;D;0
Point (14.99520000000000053 37.67179999999999751);37.6718;14.9952;366;1.6;1.2;2001-07-25;1025;Terra;MODIS;87;6.03;315.2;179.7;D;1
Point (15.01370000000000005 37.66810000000000258);37.6681;15.0137;342.4;1.6;1.3;2001-07-25;1025;Terra;MODIS;78;6.03;310.7;66.2;D;1
Point (14.99349999999999916 37.66049999999999898);37.6605;14.9935;356.8;1.6;1.2;2001-07-25;1025;Terra;MODIS;98;6.03;316.1;127.5;D;1
Point (15.01169999999999938 37.65690000000000026);37.6569;15.0117;334.7;1.6;1.3;2001-07-25;1025;Terra;MODIS;84;6.03;309.9;41;D;1
Point (14.99099999999999966 37.64939999999999998);37.6494;14.991;334.8;1.6;1.2;2001-07-25;1025;Terra;MODIS;84;6.03;311;40.2;D;1
Point (15.00919999999999987 37.64580000000000126);37.6458;15.0092;325.2;1.6;1.3;2001-07-25;1025;Terra;MODIS;46;6.03;308;15;D;1
Point (13.96930000000000049 37.39090000000000202);37.3909;13.9693;334.3;1.4;1.2;2001-07-25;1026;Terra;MODIS;82;6.03;310.9;30.3;D;0
Point (13.98520000000000074 37.38790000000000191);37.3879;13.9852;338.6;1.4;1.2;2001-07-25;1026;Terra;MODIS;86;6.03;311.4;40.6;D;0
Point (14.30719999999999992 37.27049999999999841);37.2705;14.3072;328.6;1.5;1.2;2001-07-25;1026;Terra;MODIS;64;6.03;308.6;24.3;D;0
Point (14.30100000000000016 37.26800000000000068);37.268;14.301;330.1;1.5;1.2;2001-07-25;1026;Terra;MODIS;45;6.03;308.9;25.7;D;0
Point (14.99660000000000082 37.64670000000000272);37.6467;14.9966;311.3;1.3;1.1;2001-07-25;2129;Terra;MODIS;82;6.03;293;14.9;N;1
Point (15.00929999999999964 37.65849999999999653);37.6585;15.0093;306.2;1.3;1.2;2001-07-25;2129;Terra;MODIS;67;6.03;294;10;N;1
Point (14.99430000000000085 37.65690000000000026);37.6569;14.9943;351.6;1.3;1.1;2001-07-25;2129;Terra;MODIS;100;6.03;302.2;101.4;N;1
Point (15.00650000000000084 37.66859999999999786);37.6686;15.0065;340.4;1.3;1.2;2001-07-25;2129;Terra;MODIS;100;6.03;297.2;67;N;1
Point (14.99150000000000027 37.66709999999999781);37.6671;14.9915;349.8;1.3;1.1;2001-07-25;2129;Terra;MODIS;100;6.03;298.2;94.7;N;1
Point (15.00350000000000072 37.67880000000000251);37.6788;15.0035;345;1.3;1.2;2001-07-25;2129;Terra;MODIS;100;6.03;298.3;79.7;N;1
Point (14.98850000000000016 37.67719999999999914);37.6772;14.9885;325;1.3;1.1;2001-07-25;2129;Terra;MODIS;100;6.03;292.4;34.4;N;1
Point (15.01870000000000083 37.70879999999999654);37.7088;15.0187;301.4;1.4;1.2;2001-07-25;2129;Terra;MODIS;37;6.03;285.9;6.5;N;1
Point (14.99339999999999939 37.67130000000000223);37.6713;14.9934;335.4;2.2;1.4;2001-07-26;930;Terra;MODIS;72;6.03;309;70.7;D;1
Point (15.01750000000000007 37.66949999999999932);37.6695;15.0175;327.5;2.2;1.4;2001-07-26;930;Terra;MODIS;23;6.03;308.3;35.4;D;1
Point (14.9892000000000003 37.65859999999999985);37.6586;14.9892;335.1;2.2;1.4;2001-07-26;930;Terra;MODIS;83;6.03;309.2;67.7;D;1
Point (15.01360000000000028 37.65670000000000073);37.6567;15.0136;327.4;2.2;1.4;2001-07-26;930;Terra;MODIS;56;6.03;307.6;35.4;D;1
Point (15.00689999999999991 37.65849999999999653);37.6585;15.0069;331.7;2.2;1.4;2001-07-26;930;Terra;MODIS;49;6.03;309.7;51.6;D;1
Point (15.00389999999999979 37.64560000000000173);37.6456;15.0039;326;2.2;1.4;2001-07-26;930;Terra;MODIS;47;6.03;307.1;29;D;1
Point (14.99510000000000076 37.65910000000000224);37.6591;14.9951;318.1;2.7;1.6;2001-07-26;2034;Terra;MODIS;95;6.03;295;68.9;N;1
Point (14.99370000000000047 37.67340000000000089);37.6734;14.9937;312.9;2.7;1.6;2001-07-26;2034;Terra;MODIS;80;6.03;292.6;50.2;N;1
Point (14.99070000000000036 37.64970000000000283);37.6497;14.9907;306.2;2.7;1.6;2001-07-26;2034;Terra;MODIS;42;6.03;292.7;29.3;N;1
Point (14.98809999999999931 37.66380000000000194);37.6638;14.9881;317.8;2.7;1.6;2001-07-26;2034;Terra;MODIS;94;6.03;293.7;65;N;1
Point (14.99210000000000065 37.6612000000000009);37.6612;14.9921;335.3;1.1;1.1;2001-07-27;1013;Terra;MODIS;58;6.03;307.5;25.9;D;1
Point (15.00479999999999947 37.65899999999999892);37.659;15.0048;332.3;1.1;1.1;2001-07-27;1013;Terra;MODIS;41;6.03;309.5;19.9;D;1
Point (15.00270000000000081 37.64959999999999951);37.6496;15.0027;328.3;1.1;1.1;2001-07-27;1013;Terra;MODIS;59;6.03;309.2;14.6;D;1
Point (13.12579999999999991 37.84329999999999927);37.8433;13.1258;328;1;1;2001-07-27;1013;Terra;MODIS;38;6.03;313.9;8.1;D;0
Point (13.85590000000000011 37.25489999999999924);37.2549;13.8559;334.6;1.1;1;2001-07-27;1013;Terra;MODIS;79;6.03;309.4;20.8;D;0
Point (13.86759999999999948 37.25300000000000011);37.253;13.8676;333.3;1.1;1;2001-07-27;1013;Terra;MODIS;78;6.03;308.3;18.3;D;0
Point (13.78500000000000014 37.23980000000000246);37.2398;13.785;331.5;1.1;1;2001-07-27;1013;Terra;MODIS;76;6.03;309.3;15.9;D;0
Point (13.79669999999999952 37.23790000000000333);37.2379;13.7967;331.7;1.1;1;2001-07-27;1013;Terra;MODIS;76;6.03;309.4;16.3;D;2
Point (13.82719999999999949 37.21410000000000196);37.2141;13.8272;325.5;1.1;1;2001-07-27;1013;Terra;MODIS;63;6.03;309.5;8.4;D;0
Point (13.5320999999999998 37.42210000000000036);37.4221;13.5321;307.2;1;1;2001-07-27;2117;Terra;MODIS;71;6.03;292.2;7.3;N;0
Point (14.99629999999999974 37.65079999999999671);37.6508;14.9963;309.9;1;1;2001-07-27;2117;Terra;MODIS;79;6.03;295.1;9.1;N;1
Point (14.99419999999999931 37.65979999999999706);37.6598;14.9942;322.3;1;1;2001-07-27;2117;Terra;MODIS;100;6.03;298.2;19.9;N;1
Point (15.00350000000000072 37.67029999999999745);37.6703;15.0035;342.1;1;1;2001-07-27;2117;Terra;MODIS;100;6.03;297.7;47.9;N;1
Point (14.99200000000000088 37.6687999999999974);37.6688;14.992;330.4;1;1;2001-07-27;2117;Terra;MODIS;100;6.03;294.7;29.3;N;1
Point (15.00130000000000052 37.67929999999999779);37.6793;15.0013;394.1;1;1;2001-07-27;2117;Terra;MODIS;100;6.03;306.8;229;N;1
Point (14.98980000000000068 37.67779999999999774);37.6778;14.9898;334;1;1;2001-07-27;2117;Terra;MODIS;100;6.03;292.2;34.8;N;1
Point (15.0174000000000003 37.70920000000000272);37.7092;15.0174;313.8;1;1;2001-07-27;2117;Terra;MODIS;88;6.03;281.4;12.8;N;1
Point (12.70030000000000037 37.84080000000000155);37.8408;12.7003;323.3;4.8;2;2001-07-28;918;Terra;MODIS;76;6.03;305.4;92.3;D;0
Point (15.00699999999999967 37.66279999999999717);37.6628;15.007;339;4.7;2;2001-07-28;1056;Terra;MODIS;82;6.03;300.5;310.6;D;1
Point (14.99939999999999962 37.66420000000000101);37.6642;14.9994;338.3;4.7;2;2001-07-28;1056;Terra;MODIS;84;6.03;301.4;295.9;D;1
Point (13.61619999999999919 37.34620000000000317);37.3462;13.6162;322.2;4;1.9;2001-07-28;1056;Terra;MODIS;75;6.03;306.6;53.5;D;2
Point (13.60749999999999993 37.34159999999999968);37.3416;13.6075;322.1;4;1.9;2001-07-28;1056;Terra;MODIS;66;6.03;306.6;50.3;D;0
Point (15.00880000000000081 37.67000000000000171);37.67;15.0088;338.2;4.1;1.9;2001-07-28;2022;Terra;MODIS;100;6.03;292.9;309.4;N;1
Point (14.96049999999999969 37.65760000000000218);37.6576;14.9605;320.9;4.1;1.9;2001-07-28;2022;Terra;MODIS;100;6.03;289;141.6;N;1
Point (14.95860000000000056 37.67490000000000094);37.6749;14.9586;321.8;4.1;1.9;2001-07-28;2022;Terra;MODIS;100;6.03;287.3;146.9;N;1
Point (15.00280000000000058 37.65690000000000026);37.6569;15.0028;311.9;4.1;1.9;2001-07-28;2022;Terra;MODIS;77;6.03;291;82.9;N;1
Point (15.00159999999999982 37.67439999999999856);37.6744;15.0016;343.5;4.1;1.9;2001-07-28;2022;Terra;MODIS;100;6.03;292.6;378.5;N;1
Point (14.95250000000000057 37.66149999999999665);37.6615;14.9525;311.8;4.1;1.9;2001-07-28;2022;Terra;MODIS;76;6.03;288.1;78.8;N;1
Point (14.95059999999999967 37.67880000000000251);37.6788;14.9506;313.6;4.1;1.9;2001-07-28;2022;Terra;MODIS;83;6.03;286.5;89.1;N;1
Point (14.94780000000000086 37.69590000000000174);37.6959;14.9478;317.8;4.1;1.9;2001-07-28;2022;Terra;MODIS;94;6.03;286.1;117.7;N;1
Point (14.94430000000000014 37.71269999999999811);37.7127;14.9443;334.3;4.1;1.9;2001-07-28;2022;Terra;MODIS;100;6.03;288.1;264.4;N;1
Point (14.99390000000000001 37.6659000000000006);37.6659;14.9939;346;4;1.9;2001-07-28;2200;Terra;MODIS;100;6.03;294.9;407.8;N;1
Point (15.03379999999999939 37.67210000000000036);37.6721;15.0338;308.4;4.1;1.9;2001-07-28;2200;Terra;MODIS;60;6.03;290.3;65.5;N;1
Point (14.98690000000000033 37.67020000000000124);37.6702;14.9869;347.1;4;1.9;2001-07-28;2200;Terra;MODIS;100;6.03;293.9;425;N;1
Point (14.96579999999999977 37.70790000000000219);37.7079;14.9658;312.3;4;1.9;2001-07-28;2200;Terra;MODIS;78;6.03;286.4;92.4;N;1
Point (15.08980000000000032 37.83650000000000091);37.8365;15.0898;334.2;1;1;2001-07-29;1001;Terra;MODIS;80;6.03;315.7;16.2;D;1
Point (14.99300000000000033 37.6659000000000006);37.6659;14.993;354.3;1;1;2001-07-29;1001;Terra;MODIS;96;6.03;304.8;57.2;D;1
Point (15.00409999999999933 37.66429999999999723);37.6643;15.0041;362.1;1;1;2001-07-29;1001;Terra;MODIS;100;6.03;309.9;77;D;1
Point (14.9289000000000005 37.63839999999999719);37.6384;14.9289;328.1;1;1;2001-07-29;1001;Terra;MODIS;63;6.03;312.6;7.3;D;0
Point (12.68350000000000044 37.89260000000000161);37.8926;12.6835;342.1;1.1;1.1;2001-07-29;1001;Terra;MODIS;86;6.03;316.2;32.3;D;0
Point (13.00109999999999921 37.81459999999999866);37.8146;13.0011;330.6;1.1;1;2001-07-29;1001;Terra;MODIS;56;6.03;315.9;11.2;D;0
Point (12.72540000000000049 37.83919999999999817);37.8392;12.7254;335.5;1.1;1.1;2001-07-29;1001;Terra;MODIS;77;6.03;316;19.4;D;0
Point (12.71729999999999983 37.76789999999999736);37.7679;12.7173;345.1;1.1;1.1;2001-07-29;1001;Terra;MODIS;89;6.03;317.1;36.9;D;0
Point (12.72990000000000066 37.76630000000000109);37.7663;12.7299;362.8;1.1;1.1;2001-07-29;1001;Terra;MODIS;100;6.03;319.9;85.5;D;0
Point (12.71550000000000047 37.75849999999999795);37.7585;12.7155;351.3;1.1;1.1;2001-07-29;1001;Terra;MODIS;94;6.03;315.6;51.9;D;0
Point (12.72809999999999953 37.75690000000000168);37.7569;12.7281;355.3;1.1;1.1;2001-07-29;1001;Terra;MODIS;97;6.03;317.8;62.1;D;0
Point (14.2220999999999993 37.51639999999999731);37.5164;14.2221;334.8;1;1;2001-07-29;1001;Terra;MODIS;75;6.03;317.4;15.9;D;0
Point (14.61720000000000041 37.38750000000000284);37.3875;14.6172;341.5;1;1;2001-07-29;1001;Terra;MODIS;84;6.03;322.3;22.2;D;0
Point (14.62850000000000072 37.38589999999999947);37.3859;14.6285;336.5;1;1;2001-07-29;1001;Terra;MODIS;77;6.03;322.2;14.3;D;0
Point (13.78289999999999971 37.41919999999999646);37.4192;13.7829;327.4;1;1;2001-07-29;1001;Terra;MODIS;23;6.03;314.9;6.6;D;0
Point (13.51900000000000013 37.39009999999999678);37.3901;13.519;331.7;1;1;2001-07-29;1001;Terra;MODIS;67;6.03;318.2;10.8;D;0
Point (13.51709999999999923 37.38100000000000023);37.381;13.5171;343.4;1;1;2001-07-29;1001;Terra;MODIS;86;6.03;317.8;30.4;D;0
Point (13.52880000000000038 37.37950000000000017);37.3795;13.5288;333.5;1;1;2001-07-29;1001;Terra;MODIS;71;6.03;318;12.8;D;0
Point (15.00779999999999959 37.66109999999999758);37.6611;15.0078;313.3;1.1;1;2001-07-29;2105;Terra;MODIS;70;6.03;296.4;11.6;N;1
Point (14.99600000000000044 37.65919999999999845);37.6592;14.996;363.8;1.1;1;2001-07-29;2105;Terra;MODIS;100;6.03;307.6;103.8;N;1
Point (15.00019999999999953 37.66770000000000351);37.6677;15.0002;364.5;1.1;1;2001-07-29;2105;Terra;MODIS;100;6.03;308.7;105.3;N;1
Point (14.98840000000000039 37.66579999999999728);37.6658;14.9884;325.9;1.1;1;2001-07-29;2105;Terra;MODIS;100;6.03;295.5;24;N;1
Point (15.01009999999999955 37.67869999999999919);37.6787;15.0101;324.4;1.1;1;2001-07-29;2105;Terra;MODIS;100;6.03;293.8;22.5;N;1
Point (14.99830000000000041 37.67680000000000007);37.6768;14.9983;376.8;1.1;1;2001-07-29;2105;Terra;MODIS;100;6.03;305;150.4;N;1
Point (14.98649999999999949 37.67499999999999716);37.675;14.9865;305.5;1.1;1;2001-07-29;2105;Terra;MODIS;30;6.03;291.7;5.6;N;1
Point (15.01650000000000063 37.70799999999999841);37.708;15.0165;319.1;1.1;1;2001-07-29;2105;Terra;MODIS;98;6.03;283.4;16.8;N;1
